Source,Project,Address,Price,Size_sqft,PSF
EdgeProp,Woodlands Square,"$5 PSF, D25, 560 sqft",2800,560,5.0
EdgeProp,High Street,"$5 PSF, Built: 1827, 775 sqft",3875,775,5.0
EdgeProp,Woodlands Square,"$5 PSF, D25, 5,328 sqft",26640,5328,5.0
EdgeProp,Beach Road,"$5 PSF, 550 sqft, Beach Road",2750,550,5.0
EdgeProp,1 Coleman Street,"$5 PSF, 1,200 sqft, 999 years",6000,1200,5.0
EdgeProp,Woodlands Square,"$5 PSF, D25, 4,941 sqft",24705,4941,5.0
EdgeProp,Unknown,"$5 PSF, 4,458 sqft, Unknown",22290,4458,5.0
99co,READY TO MOVE,"READY TO MOVE, S$ 6,500/mo, S$ 5 psf",6500,1300,5.0
99co,Boat Quay Conservation Area,"S$ 6,565/mo, S$ 5 psf, Boat Quay Conservation Area",6565,1313,5.0
99co,"69 Jalan Keli, 577927","S$ 6,000/mo, S$ 5 psf, 69 Jalan Keli, 577927",6000,1200,5.0
99co,"373 Tanjong Katong Road, 437130","S$ 6,950/mo, S$ 5.01 psf, 373 Tanjong Katong Road, 437130",6950,1386,5.01
99co,"S$ 6,950/mo","S$ 6,950/mo, S$ 5.01 psf",6950,1387,5.01
EdgeProp,HIGH STREET PLAZA,"EXCLUSIVE, $3,888, HIGH STREET PLAZA",3888,775,5.02
99co,Kampong Glam Conservation Area,"S$ 7,900/mo, S$ 5.02 psf, Kampong Glam Conservation Area",7900,1575,5.02
99co,"S$ 7,900/mo","S$ 7,900/mo, S$ 5.02 psf",7900,1573,5.02
EdgeProp,VISION EXCHANGE,"$3,849, VISION EXCHANGE, Only 9 Years Old",3849,764,5.04
99co,Serangoon Garden Estate,"S$ 5,700/mo, S$ 5.04 psf, Serangoon Garden Estate",5700,1130,5.04
99co,"S$ 5,700/mo","S$ 5,700/mo, S$ 5.04 psf",5700,1130,5.04
EdgeProp,CHYE SING BUILDING,"$2,800, CHYE SING BUILDING, 4 Bus Stops nearby",2800,550,5.09
99co,Hong Lim Complex,"S$ 2,700/mo, S$ 5.09 psf, Hong Lim Complex",2700,530,5.09
99co,"S$ 2,700/mo","S$ 2,700/mo, S$ 5.09 psf",2700,530,5.09
99co,Jurongville @ Avenue 1,"S$ 4,000/mo, S$ 5.09 psf, Jurongville @ Avenue 1",4000,786,5.09
99co,"S$ 4,000/mo","S$ 4,000/mo, S$ 5.09 psf",4000,785,5.09
EdgeProp,201E TAMPINES STREET 23,"$4,800, 201E TAMPINES STREET 23, 4 Bus Stops nearby",4800,940,5.11
99co,"163 Bukit Merah Central, 150163","S$ 4,500/mo, S$ 5.11 psf, 163 Bukit Merah Central, 150163",4500,880,5.11
99co,"S$ 4,500/mo","S$ 4,500/mo, S$ 5.11 psf",4500,880,5.11
99co,"35 Selegie Road, 188307","S$ 1,650/mo, S$ 5.11 psf, Parklane Shopping Mall",1650,323,5.11
99co,"S$ 1,650/mo","S$ 1,650/mo, S$ 5.11 psf",1650,322,5.11
SRX,Micah Lim,"Parklane Shopping Mall, Retail •, 323 sqft",1650,323,5.11
SRX,Commercial Unit,"Parklane Shopping Mall, Retail •, 323 sqft",1650,323,5.11
SRX,Parklane Shopping Mall,"Parklane Shopping Mall, Retail •, 323 sqft",1650,323,5.11
SRX,323 sqft | $5.11 psf(Built),"323 sqft, $5.11 psf(Built), $1,650",1650,323,5.11
99co,Geylang Conservation Area,"S$ 12,000/mo, S$ 5.12 psf, Geylang Conservation Area",12000,2346,5.12
99co,"S$ 12,000/mo","S$ 12,000/mo, S$ 5.12 psf",12000,2343,5.12
99co,Sim Lim Square,"S$ 7,200/mo, S$ 5.14 psf, Sim Lim Square",7200,1400,5.14
99co,"S$ 7,200/mo","S$ 7,200/mo, S$ 5.14 psf",7200,1400,5.14
EdgeProp,THE PLAZA,"$9,199, THE PLAZA, 3 MRT/LRTs Currently nearby",9199,1787,5.15
99co,Partially fitted,"S$ 3,100/mo, S$ 5.17 psf, Ang Mo Kio 22",3100,600,5.17
99co,"S$ 3,100/mo","S$ 3,100/mo, S$ 5.17 psf",3100,599,5.17
99co,READY TO MOVE,"READY TO MOVE, S$ 18,000/mo, S$ 5.19 psf",18000,3468,5.19
99co,"S$ 18,000/mo","S$ 18,000/mo, S$ 5.19 psf, NEGO",18000,3468,5.19
99co,READY TO MOVE,"READY TO MOVE, S$ 13,600/mo, S$ 5.21 psf",13600,2609,5.21
99co,"S$ 13,600/mo","S$ 13,600/mo, S$ 5.21 psf, NEGO",13600,2610,5.21
EdgeProp,TEXTILE CENTRE,"EXCLUSIVE, $1,150, TEXTILE CENTRE",1150,220,5.23
SRX,Mustafa Centre,"Mustafa Centre, Food And Beverage •, 1,700 sqft",8888,1700,5.23
SRX,"1,700 sqft | $5.23 psf(Built)","1,700 sqft, $5.23 psf(Built), $8,888",8888,1700,5.23
SRX,"2,765 Commercial for Rent in Singapore, ","2,765 Commercial for Rent in Singapore, 2025, 11d, One Fullerton",568,108,5.26
SRX,One Fullerton,"11d, One Fullerton, Retail •",568,108,5.26
SRX,108 sqft | $5.26 psf(Built),"108 sqft, $5.26 psf(Built), $568",568,108,5.26
EdgeProp,107 JALAN BUKIT MERAH,"$3,600, 107 JALAN BUKIT MERAH, 1 MRT/LRT Currently nearby",3600,680,5.29
99co,READY TO MOVE,"READY TO MOVE, S$ 6,500/mo, S$ 5.3 psf",6500,1227,5.3
99co,"S$ 6,500/mo","S$ 6,500/mo, S$ 5.3 psf",6500,1226,5.3
99co,"756 Upper Serangoon Road, 534626","S$ 8,000/mo, S$ 5.31 psf, Upper Serangoon Shopping Centre",8000,1507,5.31
99co,"S$ 8,000/mo","S$ 8,000/mo, S$ 5.31 psf",8000,1506,5.31
SRX,Arun Kumar,"Upper Serangoon Shopping Centre, Retail •, 1,507 sqft",8000,1507,5.31
SRX,Commercial Unit,"Upper Serangoon Shopping Centre, Retail •, 1,507 sqft",8000,1507,5.31
SRX,Upper Serangoon Shopping Centre,"Upper Serangoon Shopping Centre, Retail •, 1,507 sqft",8000,1507,5.31
SRX,"1,507 sqft | $5.31 psf(Built)","1,507 sqft, $5.31 psf(Built), $8,000",8000,1507,5.31
99co,Talib Centre,"S$ 10,800/mo, S$ 5.33 psf, Talib Centre",10800,2025,5.33
99co,"S$ 10,800/mo","S$ 10,800/mo, S$ 5.33 psf",10800,2026,5.33
SRX,Macpherson Road,"Macpherson Road, Food And Beverage •, 1,500 sqft",8000,1500,5.33
SRX,"1,500 sqft | $5.33 psf(Built)","1,500 sqft, $5.33 psf(Built), $8,000",8000,1500,5.33
99co,READY TO MOVE,"READY TO MOVE, S$ 3,800/mo, S$ 5.34 psf",3800,712,5.34
99co,"S$ 3,800/mo","S$ 3,800/mo, S$ 5.34 psf",3800,711,5.34
99co,READY TO MOVE,"READY TO MOVE, S$ 4,600/mo, S$ 5.35 psf",4600,860,5.35
99co,"2 College Road, 169850","S$ 4,600/mo, S$ 5.35 psf, 2 College Road, 169850",4600,860,5.35
99co,"S$ 4,600/mo","S$ 4,600/mo, S$ 5.35 psf, NEGO",4600,859,5.35
SRX,Tan Quee Lan Street,"Tan Quee Lan Street, Food And Beverage • Built-1930, 2,020 sqft",10800,2020,5.35
SRX,"2,020 sqft | $5.35 psf(Built)","2,020 sqft, $5.35 psf(Built), $10,800",10800,2020,5.35
SRX,"2,765 Commercial for Rent in Singapore, ","2,765 Commercial for Rent in Singapore, 2025, Tradehub 21, Food And Beverage •",14000,2605,5.37
SRX,Tradehub 21,"Tradehub 21, Food And Beverage •, 2,605 sqft",14000,2605,5.37
SRX,"2,605 sqft | $5.37 psf(Built)","2,605 sqft, $5.37 psf(Built), $14,000",14000,2605,5.37
EdgeProp,OG ALBERT COMPLEX,"$7,759, OG ALBERT COMPLEX, 16 Malls nearby",7759,1440,5.39
99co,Enquire on multiple listings at once,"Faster enquiries, S$ 10,300/mo, S$ 5.41 psf",10300,1904,5.41
99co,"S$ 10,300/mo","S$ 10,300/mo, S$ 5.41 psf",10300,1903,5.41
EdgeProp,THE ADELPHI,"$6,500, THE ADELPHI, Only 2.5% above Project Avg",6500,1200,5.42
99co,"440 Geylang Road, 389400","S$ 13,000/mo, S$ 5.42 psf, 440 Geylang Road, 389400",13000,2400,5.42
99co,"S$ 13,000/mo","S$ 13,000/mo, S$ 5.42 psf",13000,2398,5.42
99co,READY TO MOVE,"READY TO MOVE, S$ 1,900/mo, S$ 5.43 psf",1900,350,5.43
99co,"S$ 1,900/mo","S$ 1,900/mo, S$ 5.43 psf, VIEW TO OFFER",1900,349,5.43
EdgeProp,Chia S M,"EXCLUSIVE, $3,300, MOHAMED SULTAN ROAD",3300,600,5.5
EdgeProp,KENSINGTON SQUARE,"EXCLUSIVE, $1,600, KENSINGTON SQUARE",1600,291,5.5
EdgeProp,ALICE @ MEDIAPOLIS,"$39,961, ALICE @ MEDIAPOLIS, 1 Bus Stop nearby",39961,7266,5.5
EdgeProp,ALICE @ MEDIAPOLIS,"$19,969, ALICE @ MEDIAPOLIS, 1 Park nearby",19969,3631,5.5
EdgeProp,ALICE @ MEDIAPOLIS,"$108,272, ALICE @ MEDIAPOLIS, 1 Bus Stop nearby",108272,19686,5.5
EdgeProp,SERANGOON ROAD,"$7,403, SERANGOON ROAD, Shop",7403,1346,5.5
EdgeProp,SERANGOON ROAD,"$8,173, SERANGOON ROAD, Shop",8173,1486,5.5
EdgeProp,LAVENDER STREET,"$7,073, LAVENDER STREET, 1 Park nearby",7073,1286,5.5
EdgeProp,LAVENDER STREET,"$7,013, LAVENDER STREET, 6 Malls nearby",7013,1275,5.5
EdgeProp,LAVENDER STREET,"$6,600, LAVENDER STREET, 1 Park nearby",6600,1200,5.5
EdgeProp,LAVENDER STREET,"$5,198, LAVENDER STREET, 6 Malls nearby",5198,945,5.5
EdgeProp,BOON SIEW BUILDING,"$3,685, BOON SIEW BUILDING, 2 Parks nearby",3685,670,5.5
EdgeProp,BOON SIEW BUILDING,"$2,998, BOON SIEW BUILDING, 2 Bus Stops nearby",2998,545,5.5
EdgeProp,BOON SIEW BUILDING,"$5,357, BOON SIEW BUILDING, 2 Bus Stops nearby",5357,974,5.5
EdgeProp,BOON SIEW BUILDING,"$6,369, BOON SIEW BUILDING, 2 MRT/LRTs Currently nearby",6369,1158,5.5
EdgeProp,BOON SIEW BUILDING,"$3,575, BOON SIEW BUILDING, Less than 30 mins to City Centre",3575,650,5.5
99co,"440 Geylang Road, 389400","S$ 44,000/mo, S$ 5.5 psf, 440 Geylang Road, 389400",44000,8000,5.5
99co,"S$ 44,000/mo","S$ 44,000/mo, S$ 5.5 psf",44000,8000,5.5
99co,READY TO MOVE,"READY TO MOVE, Curated by 99, S$ 7,000/mo",7000,1270,5.51
99co,"S$ 7,000/mo","S$ 7,000/mo, S$ 5.51 psf",7000,1270,5.51
99co,READY TO MOVE,"READY TO MOVE, S$ 4,800/mo, S$ 5.51 psf",4800,871,5.51
99co,"S$ 4,800/mo","S$ 4,800/mo, S$ 5.51 psf, VIEW TO OFFER",4800,871,5.51
99co,READY TO MOVE,"READY TO MOVE, S$ 44,000/mo, S$ 5.51 psf",44000,7981,5.51
99co,"S$ 44,000/mo","S$ 44,000/mo, S$ 5.51 psf, NEGO",44000,7985,5.51
SRX,Roxy Square,"14d, Roxy Square, 2,659 sqft",14650,2659,5.51
SRX,"2,659 sqft | $5.51 psf(Built)","2,659 sqft, $5.51 psf(Built), $14,650",14650,2659,5.51
99co,READY TO MOVE,"READY TO MOVE, S$ 4,000/mo, S$ 5.56 psf",4000,720,5.56
99co,"S$ 4,000/mo","S$ 4,000/mo, S$ 5.56 psf, STARTING PRICE",4000,719,5.56
99co,READY TO MOVE,"READY TO MOVE, S$ 10,000/mo, S$ 5.56 psf",10000,1800,5.56
99co,"S$ 10,000/mo","S$ 10,000/mo, S$ 5.56 psf, NEGO",10000,1798,5.56
EdgeProp,19.8% below Project Avg,"EXCLUSIVE, $1,500, PARKLANE SHOPPING MALL",1500,269,5.58
EdgeProp,RIVER VALLEY ROAD,"EXCLUSIVE, $2,600, RIVER VALLEY ROAD",2600,465,5.59
EdgeProp,Phoebe Ang,"$9,499, TELOK AYER SHOP HOUSES, Less than 30 mins to City Centre",9499,1700,5.59
99co,Kampong Glam Conservation Area,"S$ 9,999/mo, S$ 5.59 psf, Kampong Glam Conservation Area",9999,1790,5.59
99co,"S$ 9,999/mo","S$ 9,999/mo, S$ 5.59 psf",9999,1788,5.59
99co,READY TO MOVE,"READY TO MOVE, Faster enquiries, S$ 6,900/mo",6900,1227,5.62
99co,"S$ 6,900/mo","S$ 6,900/mo, S$ 5.62 psf, NEGO",6900,1227,5.62
99co,Desker Road Conservation Area,"S$ 6,900/mo, S$ 5.62 psf, Desker Road Conservation Area",6900,1227,5.62
SRX,Serangoon Ville (Enbloc),"Serangoon Ville (Enbloc), Food And Beverage •, 1,100 sqft",6200,1100,5.64
SRX,"1,100 sqft | $5.64 psf(Built)","1,100 sqft, $5.64 psf(Built), $6,200",6200,1100,5.64
99co,READY TO MOVE,"READY TO MOVE, S$ 6,800/mo, S$ 5.65 psf",6800,1204,5.65
99co,"S$ 6,800/mo","S$ 6,800/mo, S$ 5.65 psf",6800,1203,5.65
EdgeProp,THE RIVERWALK,"EXCLUSIVE, $15,800, THE RIVERWALK",15800,2788,5.67
99co,READY TO MOVE,"READY TO MOVE, S$ 8,500/mo, S$ 5.67 psf",8500,1500,5.67
99co,"S$ 8,500/mo","S$ 8,500/mo, S$ 5.67 psf, NEGO",8500,1499,5.67
EdgeProp,Chia S M,"EXCLUSIVE, $6,138, MOHAMED SULTAN ROAD",6138,1077,5.7
EdgeProp,LOWLAND ROAD,"EXCLUSIVE, $4,599, LOWLAND ROAD",4599,807,5.7
EdgeProp,BOON SIEW BUILDING,"$6,293, BOON SIEW BUILDING, 7 Malls nearby",6293,1104,5.7
EdgeProp,BOON SIEW BUILDING,"$5,529, BOON SIEW BUILDING, 2 Bus Stops nearby",5529,970,5.7
99co,AVAIL 31/08/26,"AVAIL 31/08/26, Curated by 99, S$ 25,000/mo",25000,4370,5.72
99co,"S$ 25,000/mo","S$ 25,000/mo, S$ 5.72 psf, STARTING PRICE",25000,4370,5.72
EdgeProp,Aaron Tay,"$6,900, AMOY STREET, 3 Parks nearby",6900,1200,5.75
EdgeProp,THE PLAZA,"$4,200, THE PLAZA, Less than 30 mins to City Centre",4200,730,5.75
EdgeProp,ICON @ PASIR PANJANG,"EXCLUSIVE, $6,200, ICON @ PASIR PANJANG",6200,1076,5.76
99co,"509 Balestier Road, 329848","S$ 14,988/mo, S$ 5.76 psf, 509 Balestier Road, 329848",14988,2600,5.76
99co,"S$ 14,988/mo","S$ 14,988/mo, S$ 5.76 psf",14988,2602,5.76
SRX,The Citron,"The Citron, Food And Beverage • Built-2019, 1,797 sqft",10388,1797,5.78
SRX,"1,797 sqft | $5.78 psf(Built)","1,797 sqft, $5.78 psf(Built), $10,388",10388,1797,5.78
99co,Rex House,"S$ 101,888/mo, S$ 5.79 psf, Rex House",101888,17600,5.79
99co,"S$ 101,888/mo","S$ 101,888/mo, S$ 5.79 psf",101888,17597,5.79
SRX,"17,600 sqft | $5.79 psf(Built)","17,600 sqft, $5.79 psf(Built), $101,888",101888,17600,5.79
EdgeProp,GOLDHILL PLAZA,"$12,354, GOLDHILL PLAZA, 7 Bus Stops nearby",12354,2130,5.8
EdgeProp,CPF JURONG BUILDING,"EXCLUSIVE, $5,637, CPF JURONG BUILDING",5637,972,5.8
EdgeProp,GOLDHILL PLAZA,"$11,600, GOLDHILL PLAZA, Less than 30 mins to City Centre",11600,2000,5.8
EdgeProp,GOLDHILL PLAZA,"$10,527, GOLDHILL PLAZA, 5 Malls nearby",10527,1815,5.8
EdgeProp,GOLDHILL PLAZA,"$4,727, GOLDHILL PLAZA, 5 Malls nearby",4727,815,5.8
99co,Rex House,"S$ 51,000/mo, S$ 5.8 psf, Rex House",51000,8800,5.8
99co,"S$ 51,000/mo","S$ 51,000/mo, S$ 5.8 psf",51000,8793,5.8
SRX,"8,800 sqft | $5.80 psf(Built)","8,800 sqft, $5.80 psf(Built), $51,000",51000,8800,5.8
EdgeProp,CHYE SING BUILDING,"$3,600, CHYE SING BUILDING, 2 Parks nearby",3600,620,5.81
99co,"95 Aljunied Crescent, 380095","S$ 4,888/mo, S$ 5.81 psf, 95 Aljunied Crescent, 380095",4888,841,5.81
99co,"S$ 4,888/mo","S$ 4,888/mo, S$ 5.81 psf",4888,841,5.81
99co,READY TO MOVE,"READY TO MOVE, Curated by 99, S$ 7,000/mo",7000,1200,5.83
99co,"S$ 7,000/mo","S$ 7,000/mo, S$ 5.83 psf, NEGO",7000,1200,5.83
EdgeProp,107 JALAN BUKIT MERAH,"$1,899, 107 JALAN BUKIT MERAH, 4 Bus Stops nearby",1899,325,5.84
EdgeProp,GOLDHILL PLAZA,"$10,527, GOLDHILL PLAZA, 4 Malls nearby",10527,1800,5.85
99co,"2 Lim Tua Tow Road, 547710","S$ 4,500/mo, S$ 5.87 psf, 2 Lim Tua Tow Road, 547710",4500,766,5.87
99co,"S$ 4,500/mo","S$ 4,500/mo, S$ 5.87 psf",4500,766,5.87
EdgeProp,CHYE SING BUILDING,"$2,000, CHYE SING BUILDING, 2 Parks nearby",2000,340,5.88
SRX,Prinsep Street,"Prinsep Street, Food And Beverage •, 850 sqft",5000,850,5.88
SRX,850 sqft | $5.88 psf(Built),"850 sqft, $5.88 psf(Built), $5,000",5000,850,5.88
EdgeProp,GOLDHILL PLAZA,"$4,727, GOLDHILL PLAZA, 1 MRT/LRT Currently nearby",4727,800,5.91
EdgeProp,TEXTILE CENTRE,"EXCLUSIVE, $1,300, TEXTILE CENTRE",1300,220,5.91
99co,NEGO,"S$ 18,300/mo, S$ 5.91 psf, NEGO",18300,3095,5.91
99co,"S$ 18,300/mo","S$ 18,300/mo, S$ 5.91 psf, NEGO",18300,3096,5.91
SRX,The Riverwalk / Riverwalk Apartments,"The Riverwalk / Riverwalk Apartments, Retail •, 3,095 sqft",18300,3095,5.91
SRX,"3,095 sqft | $5.91 psf(Built)","3,095 sqft, $5.91 psf(Built), $18,300",18300,3095,5.91
EdgeProp,SIM LIM TOWER,"$3,000, SIM LIM TOWER, Office",3000,506,5.93
99co,Miramar Gardens,"S$ 8,888/mo, S$ 5.93 psf, Miramar Gardens",8888,1500,5.93
99co,READY TO MOVE,"READY TO MOVE, S$ 8,888/mo, S$ 5.93 psf",8888,1500,5.93
99co,"S$ 8,888/mo","S$ 8,888/mo, S$ 5.93 psf, VIEW TO OFFER",8888,1498,5.93
99co,Little India Conservation Area,"S$ 12,000/mo, S$ 5.93 psf, Little India Conservation Area",12000,2022,5.93
99co,"S$ 12,000/mo","S$ 12,000/mo, S$ 5.93 psf",12000,2023,5.93
SRX,2 Cherngtalay,"2 Cherngtalay, Retail •, 1,500 sqft",8888,1500,5.93
SRX,"1,500 sqft | $5.93 psf(Built)","1,500 sqft, $5.93 psf(Built), $8,888",8888,1500,5.93
EdgeProp,ARC 380,"EXCLUSIVE, $4,200, ARC 380",4200,700,6.0
EdgeProp,Freehold,"$6 PSF, 700 sqft, Freehold",4200,700,6.0
EdgeProp,CIRCULAR ROAD,"EXCLUSIVE, $6,000, CIRCULAR ROAD",6000,1000,6.0
EdgeProp,Freehold,"$6 PSF, 1,000 sqft, Freehold",6000,1000,6.0
EdgeProp,$6 PSF,"$6 PSF, D12, 3,083 sqft",18498,3083,6.0
EdgeProp,North Bridge Road,"$6 PSF, 603 sqft, 999 Years",3618,603,6.0
EdgeProp,99 Yrs From 01/01/1970,"$6 PSF, 325 sqft, 99 Yrs From 01/01/1970",1950,325,6.0
EdgeProp,Upper Circular Road,"$6 PSF, 2,788 sqft, 99 years",16728,2788,6.0
EdgeProp,Chia S M,"EXCLUSIVE, $4,776, MOHAMED SULTAN ROAD",4776,796,6.0
EdgeProp,Freehold,"$6 PSF, D14, 3,570 sqft",21420,3570,6.0
EdgeProp,Freehold,"$6 PSF, 1,076 sqft, Freehold",6456,1076,6.0
EdgeProp,North Bridge Road,"$6 PSF, 1,500 sqft, 999 years",9000,1500,6.0
EdgeProp,North Bridge Road,"$6 PSF, 1,486 sqft, 999 years",8916,1486,6.0
EdgeProp,ROBINSON ROAD,"$8,288, ROBINSON ROAD, 3 Parks nearby",8288,1381,6.0
EdgeProp,Robinson Road,"$6 PSF, 1,381 sqft, Robinson Road",8286,1381,6.0
EdgeProp,999 Yrs From 07/12/1972,"$6 PSF, D11, 800 sqft",4800,800,6.0
EdgeProp,999 Yrs From 07/12/1972,"$6 PSF, D11, 1,800 sqft",10800,1800,6.0
EdgeProp,999 Yrs From 07/12/1972,"$6 PSF, D11, 2,130 sqft",12780,2130,6.0
EdgeProp,North Bridge Road,"$6 PSF, Built: 1981, 828 sqft",4968,828,6.0
EdgeProp,$6 PSF,"$6 PSF, 1,700 sqft, 999 years",10200,1700,6.0
EdgeProp,Freehold,"$6 PSF, D19, 291 sqft",1746,291,6.0
EdgeProp,TAMPINES CENTRAL 5,"$6 PSF, D18, 1,098 sqft",6588,1098,6.0
EdgeProp,999 Yrs From 01/10/1827,"$6 PSF, 2,939 sqft, 999 Yrs From 01/10/1827",17634,2939,6.0
EdgeProp,JURONG GATEWAY ROAD,"$6 PSF, D22, 972 sqft",5832,972,6.0
EdgeProp,THE STRATEGY,"$21,700, THE STRATEGY, 1 MRT/LRT Currently nearby",21700,3617,6.0
EdgeProp,Unknown,"$6 PSF, D22, 3,617 sqft",21702,3617,6.0
EdgeProp,Unknown,"$6 PSF, D12, 2,468 sqft",14808,2468,6.0
EdgeProp,Unknown,"$6 PSF, 7,266 sqft, Unknown",43596,7266,6.0
EdgeProp,Unknown,"$6 PSF, 3,631 sqft, Unknown",21786,3631,6.0
EdgeProp,Unknown,"$6 PSF, 19,686 sqft, Unknown",118116,19686,6.0
EdgeProp,Unknown,"$6 PSF, 21,680 sqft, Unknown",130080,21680,6.0
EdgeProp,WOODS SQUARE,"$10,632, WOODS SQUARE, 1 Park nearby",10632,1772,6.0
EdgeProp,Woodlands Square,"$6 PSF, D25, 1,772 sqft",10632,1772,6.0
EdgeProp,High Street,"$6 PSF, 3,000 sqft, 999 years",18000,3000,6.0
EdgeProp,Freehold,"$6 PSF, 506 sqft, Freehold",3036,506,6.0
EdgeProp,Selegie Road,"$6 PSF, 269 sqft, 103 years",1614,269,6.0
EdgeProp,Freehold,"$6 PSF, D15, Built: 2013",2064,344,6.0
EdgeProp,WOODS SQUARE,"EXCLUSIVE, $4,326, WOODS SQUARE",4326,721,6.0
EdgeProp,Woodlands Square,"$6 PSF, D25, 721 sqft",4326,721,6.0
EdgeProp,WOODS SQUARE,"EXCLUSIVE, $3,228, WOODS SQUARE",3228,538,6.0
EdgeProp,Woodlands Square,"$6 PSF, D25, 538 sqft",3228,538,6.0
EdgeProp,WOODS SQUARE,"EXCLUSIVE, $3,036, WOODS SQUARE",3036,506,6.0
EdgeProp,Woodlands Square,"$6 PSF, D25, 506 sqft",3036,506,6.0
EdgeProp,WOODS SQUARE,"EXCLUSIVE, $2,970, WOODS SQUARE",2970,495,6.0
EdgeProp,Woodlands Square,"$6 PSF, D25, 495 sqft",2970,495,6.0
EdgeProp,WOODS SQUARE,"EXCLUSIVE, $4,584, WOODS SQUARE",4584,764,6.0
EdgeProp,Woodlands Square,"$6 PSF, D25, 764 sqft",4584,764,6.0
EdgeProp,WOODS SQUARE,"EXCLUSIVE, $5,232, WOODS SQUARE",5232,872,6.0
EdgeProp,Woodlands Square,"$6 PSF, D25, 872 sqft",5232,872,6.0
EdgeProp,WOODS SQUARE,"EXCLUSIVE, $5,616, WOODS SQUARE",5616,936,6.0
EdgeProp,Woodlands Square,"$6 PSF, D25, 936 sqft",5616,936,6.0
EdgeProp,WOODS SQUARE,"EXCLUSIVE, $7,554, WOODS SQUARE",7554,1259,6.0
EdgeProp,Woodlands Square,"$6 PSF, D25, 1,259 sqft",7554,1259,6.0
EdgeProp,WOODS SQUARE,"EXCLUSIVE, $3,360, WOODS SQUARE",3360,560,6.0
EdgeProp,Woodlands Square,"$6 PSF, D25, 560 sqft",3360,560,6.0
EdgeProp,WOODS SQUARE,"EXCLUSIVE, $3,294, WOODS SQUARE",3294,549,6.0
EdgeProp,Woodlands Square,"$6 PSF, D25, 549 sqft",3294,549,6.0
EdgeProp,WOODS SQUARE,"EXCLUSIVE, $6,780, WOODS SQUARE",6780,1130,6.0
EdgeProp,Woodlands Square,"$6 PSF, D25, 1,130 sqft",6780,1130,6.0
EdgeProp,WOODS SQUARE,"EXCLUSIVE, $3,420, WOODS SQUARE",3420,570,6.0
EdgeProp,Woodlands Square,"$6 PSF, D25, 570 sqft",3420,570,6.0
EdgeProp,WOODS SQUARE,"EXCLUSIVE, $5,682, WOODS SQUARE",5682,947,6.0
EdgeProp,Woodlands Square,"$6 PSF, D25, 947 sqft",5682,947,6.0
EdgeProp,WOODS SQUARE,"EXCLUSIVE, $10,662, WOODS SQUARE",10662,1777,6.0
EdgeProp,Woodlands Square,"$6 PSF, D25, 1,777 sqft",10662,1777,6.0
EdgeProp,Beach Road,"$6 PSF, 730 sqft, 99 years",4380,730,6.0
EdgeProp,WOODS SQUARE,"EXCLUSIVE, $6,264, WOODS SQUARE",6264,1044,6.0
EdgeProp,Woodlands Square,"$6 PSF, D25, 1,044 sqft",6264,1044,6.0
EdgeProp,WOODS SQUARE,"EXCLUSIVE, $3,942, WOODS SQUARE",3942,657,6.0
EdgeProp,Woodlands Square,"$6 PSF, D25, 657 sqft",3942,657,6.0
EdgeProp,BURNFOOT TERRACE,"EXCLUSIVE, $10,008, BURNFOOT TERRACE",10008,1668,6.0
EdgeProp,$6 PSF,"$6 PSF, D15, 1,668 sqft",10008,1668,6.0
EdgeProp,$6 PSF,"$6 PSF, D12, 1,286 sqft",7716,1286,6.0
EdgeProp,$6 PSF,"$6 PSF, D12, 1,275 sqft",7650,1275,6.0
EdgeProp,$6 PSF,"$6 PSF, D12, 1,200 sqft",7200,1200,6.0
EdgeProp,Bukit Timah Road,"$6 PSF, 670 sqft, Bukit Timah Road",4020,670,6.0
EdgeProp,Goldhill Plaza,"$6 PSF, D11, 2,000 sqft",12000,2000,6.0
EdgeProp,Beach Road,"$6 PSF, 620 sqft, Beach Road",3720,620,6.0
EdgeProp,Beach Road,"$6 PSF, 340 sqft, Beach Road",2040,340,6.0
EdgeProp,Bukit Timah Road,"$6 PSF, 545 sqft, Bukit Timah Road",3270,545,6.0
EdgeProp,Bukit Timah Road,"$6 PSF, 1,104 sqft, Bukit Timah Road",6624,1104,6.0
EdgeProp,Bukit Timah Road,"$6 PSF, 970 sqft, Bukit Timah Road",5820,970,6.0
EdgeProp,Bukit Timah Road,"$6 PSF, 974 sqft, Bukit Timah Road",5844,974,6.0
EdgeProp,Bukit Timah Road,"$6 PSF, 1,158 sqft, Bukit Timah Road",6948,1158,6.0
EdgeProp,BOON SIEW BUILDING,"$5,550, BOON SIEW BUILDING, 2 Parks nearby",5550,925,6.0
EdgeProp,Bukit Timah Road,"$6 PSF, 925 sqft, Bukit Timah Road",5550,925,6.0
EdgeProp,WOODS SQUARE,"$3,876, WOODS SQUARE, 1 MRT/LRT Currently nearby",3876,646,6.0
EdgeProp,Woodlands Square,"$6 PSF, D25, 646 sqft",3876,646,6.0
EdgeProp,Bukit Timah Road,"$6 PSF, 650 sqft, Bukit Timah Road",3900,650,6.0
EdgeProp,BOON SIEW BUILDING,"$21,450, BOON SIEW BUILDING, 2 Parks nearby",21450,3575,6.0
EdgeProp,Bukit Timah Road,"$6 PSF, 3,575 sqft, Bukit Timah Road",21450,3575,6.0
